BLM_KEY,GEO_STATE,DIST_RA,RA,SITE_ID,MINE_NAME,MILS_ID,CRIBMRDS,STATE_ID,PRI_COMDTY,USGS_QUAD,UTM_ZONE,NORTHING,EASTING,TOWNSHIP,RANGE,SECTION,SUBDIV,MERIDIAN,COUNTYCD,SURF_OWN,MIN_OWN,ELEVATION,Secondary Commodity,Site is in,Within mile(s) of,VIS_ROAD,VIS_TRAIL,VIS_POPUL,DIFFICULTY,ACCESS_LEN,ACCESS_WID,Road Log,ACCESS_AC,HUMAN_USE,HUMAN_DES,SITE_ACRES,GEN_SLOPE,FLOODPLAIN,REC_MINACT,MINACT_DES,NO_OP_ADIT,NO_CL_ADIT,NO_OP_INCL,NO_CL_INCL,NO_OP_SHFT,NO_CL_SHFT,NO_STOPES,NO_OTH_OP,OTH_TYPE,NO_TRENCH,TRENCH_LEN,NO_PROSP,NO_OP_DH,NO_PIT_G30,NO_PIT_L30,PT_HIGHWAL,WASDMP_L01,WASDMP01_5,WASDMP_G5,TAILS_L_01,TAILS_01_5,TAILS_G5,NO_HEAPS,NO_DREDGE,NO_PONDS,NO_DAMS,NO_MILLS,MILL_TYPE,NO_EXPLSV,EXPLSV_DES,EQUIP_MACH,HEADFRAMES,TREST_TRAM,POWERLINES,STRUCTURES,STRUCT_TYP,STRUCT_CON,STRUCT_LOK,HOMESITES,OTHER_FEAT,VEG_COND,REVEG_EVID,REVEG_DESC,ANIML_EVID,ANIML_PRES,ANIML_DES,STAIN_SOIL,STAIN_DESC,SULF_MIN,SULFMINTYP,TAILS,FLOW_H2O,FLOW_PH,FLOW_COND,FLOW_GPM,STAND_H2O,STAND_PH,STAND_COND,TAILS_H2O,TAILS_PH,TAILS_COND,TAILS_GPM,WASTE_H2O,WASTE_PH,WASTE_COND,WASTE_GPM,ORE_H2O,ORE_PH,ORE_COND,ORE_GPM,AJ_GRD_H2O,AJ_GRD_PH,AJ_GRD_CON,AJ_GRD_GPM,AJ_GRD_DIS,AJ_SUR_H2O,AJ_SUR_PH,AJ_SUR_CON,AJ_SUR_GPM,AJ_SUR_DIS,AM_SURFH2O,AM_SURF_PH,AM_SURFCON,AM_SURFGPM,AM_SURFDST,BM_SURFH2O,BM_SURF_PH,BM_SURFCON,BM_SURFGPM,BM_SURFDST,AQUA_LIFE,AQUA_LOC,AQUA_DESCR,H2O_BEDCLR,NO_SAMPLES,CHEM_PILES,ACID_ODOR,ASBESTOS,PETROCHEMS,DUMPSITES,POWER_SUBS,TRANSFORMS,BARREL_TNK,LEAKING,CONTENTS,UNDRG_STOR,STOR_DESCR,OTHER,BACKG_RAD,ADIT_RAD,ADIT_WL,SHAFT_RAD,SHAFT_WL,OTHER_RAD,OTHER_WL,RILLS,GULLIES,SHEETWASH,UNSTABL_RX,SLOPE_INST,WIND_EROS,MITIG_STAT,MIT_FENCED,MIT_SIGNS,HAZ_MITIG,OTHER_MIT,MIT_COND,SITE_IDTAG,TAG_LOCT,THREATNED,CULTURAL,HISTORIC,OTHERH,OTHERDES,DATE,MAX_PDOP,RCVR_TYPE,FILT_POS,STD_DEV,GPS_HEIGHT,FIPSCODE,LONGITUDE,LATITUDE,LASTUDDATE,LASTUDTIME,LASTUDUSER,QUADNAME,SITENAME,COUNTY,WATERSHED,CONGRDIST,ALIASES,DATEADDED,ADDEDBY,CREATED DATE,LAST UPDATE,EST COST,ACT COST,AUTHORITY,ENV ASSESSMENT,NOTICE INTENT,FINAL EIS,ON THE GROUND WORK,DATA C_ENVIR,DATE C_INTENT,DATE C_EIS,DATE C_GROUND,PRP SEA,PRP NAME,PRP NAME2,PRP NAME3,FUNDS CONTRIBUTED,FUNDS CONTRIBUTED1,FUNDS CONTRIBUTED2,FUNDS CONTRIBUTED3,Condition
UT048800001,UT,488,,1,Zelda,490170037,DB00689,AMR017076,651,37111H1024,12,,,34S,7E,2,NESENW,26,17,BLM,BLM,,,,,2,3,0,HIKE,0,0,,0,N,,0.3,11-35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,PIN JUN RBRUSH GRASS,Y,Y,BIRD&COW SIGN,N,,Y,PYRITE,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.05,0.02,0,0,0,0,Y,Y,Y,Y,Y,Y,NONE,N,0,0,0,POOR,Y,IN PIN S D1,FALSE,FALSE,FALSE,FALSE,,7/24/97,,,,,,49017,-111,37.72463887,,16:23:50,,Bitter Creek Divide,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800002,UT,488,,2,,,,,651,37111H1024,12,,,34S,7E,2,SE SE SW,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.4,11-35,N/A,N,,0,0,0,0,0,0,0,0,,1,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,PIN JUN GRASS,Y,Y,BIRDS COW SIGN,N,,Y,PYRITE,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.01,0,0,0,0,0,0,N,Y,N,Y,Y,N,NONE,N,0,0,,POOR,Y,LRG PIN E OF 1,FALSE,FALSE,FALSE,FALSE,,7/24/97,,,,,,49017,-111,37.88019963,,16:23:50,,Bitter Creek Divide,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800006,UT,488,,6,Duke,490170232,DB01332,AMR017081,651,37111F1024,12,,,35S,07E,35,SENWNW,26,17,BLM,BLM,,,,,3,0,0,2WD,0,0,,0,N,,0.3,>35,ADJ TO,N,,2,0,0,0,0,0,0,0,,0,0,0,0,0,1,155,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,"RICEGRASS,SNAKEWEEDS",Y,Y,LIZARD,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.12,0.2,0,0,0,1,0,Y,N,N,Y,Y,N,NONE,N,0,0,,POOR,Y,JNIPR@DUMP BASE,FALSE,FALSE,FALSE,FALSE,,7/25/97,,,,,,49017,-111,37.72424059,,16:23:50,,Horse Pasture Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800007,UT,488,,7,Hotshot,490170290,DB01800,AMR017082,651,37111F1024,12,,,35S,07E,23,NWNESW,26,17,BLM,BLM,,,,,3,0,0,4WD,4750,10,,1,N,,1,11-35,N/A,Y,1996 CLAIM,3,0,0,0,0,0,0,0,,0,0,3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,BUILDINGS,POOR,0,0,,H,Y,SNAKWEED&GRASS ON RD,N,N,,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,1,Y,WHITE POWDER,0,,,0.02,1.1,0.42,0,0,4,0,Y,Y,N,Y,Y,N,NONE,N,0,0,,POOR,Y,JUNI SE OF P3,FALSE,FALSE,FALSE,FALSE,,7/26/97,,,,,,49017,-111,37.74891034,,16:23:50,,Horse Pasture Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800008,UT,488,,8,Yellowjacket,490170036,DB00686,AMR017083,651,37111G1024,12,,,35S,07E,14,SESE,26,17,BLM,BLM,,,,,0,0,0,HIKE,0,0,,0,Y,TIRE TRACKS,0.2,>35,ADJ TO,N,,2,0,0,0,0,0,0,1,POWDER MAGAZINE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,1,15X15 WOOD FRAME,POOR,0,0,ORE CHUTE CRIBBING,H,Y,JUNIPER SNAKEWEED,Y,Y,BIRDS MAMM TRACKS,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.1,0.01,0,0,0,0,Y,Y,N,Y,Y,N,NONE,N,0,0,,POOR,Y,SHRUB SE OF A1,FALSE,FALSE,FALSE,FALSE,,7/27/97,,,,,,49017,-111,37.75814244,,16:23:50,,Wagon Box Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800009,UT,488,,9,Red Cliff,490170029,DB00652,AMR017080,651,37111H2024,12,,,32S,06E,27,SE SE NE,26,17,BLM,BLM,,,,,0,0,0,HIKE,0,0,,0,N,,0.1,0-10,WITHIN,N,,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,GRASS RBRUSH PIN JUN,Y,N,BIRDNEST RODENT TRACKS,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.01,0.02,0.01,0,0,0.01,0,Y,Y,N,Y,N,N,NONE,N,0,0,,POOR,Y,IN DEAD PIN EA1,FALSE,FALSE,FALSE,FALSE,,8/5/97,,,,,,49017,-111,37.99638711,,16:23:50,,Lamp Stand,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800011,UT,488,,11,Mesa,490170022,DB00633,AMR017086,651,37111G2024,12,,,35S,07E,4,SESENW,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,>35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,JUNIPER GRASSES,N,N,,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,N,,0,,,0.02,0.02,0,0,0,0.04,0,Y,Y,N,N,N,N,NONE,N,0,0,,POOR,Y,IN TREE ON D1,FALSE,FALSE,FALSE,FALSE,,7/25/97,,,,,,49017,-111,37.79490376,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800012,UT,488,,12,,0,,AMR017087,651,37111G2024,12,,,35S,07E,4,SENWSE,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,>35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BLASTING CAP BOX,0,0,0,0,0,,,0,0,,H,Y,JUNIPER GRASSES,N,N,,N,,N,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.06,0,0,0,0.03,0,N,Y,N,Y,N,N,NONE,N,0,0,,POOR,Y,TREE W OF A1,FALSE,FALSE,FALSE,FALSE,,7/26/97,,,,,,49017,-111,37.79109312,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800013,UT,488,,13,,0,,AMR017088,651,37111G2024,12,,,35S,07E,4,NENENW,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,>35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,GRASSES JUNIPER,Y,N,POOP,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.02,0,0,0,0.02,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,TREE NW OF A1,FALSE,FALSE,FALSE,FALSE,,7/26/97,,,,,,49017,-111,37.79987478,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800014,UT,488,,14,Mesa,490170336,DB00633,AMR017089,651,37111G2024,12,,,34S,07E,33,NESWSE,26,17,BLM,BLM,,,,,2,0,0,HIKE,1500,12,,0.3,N,,0.3,>35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,CABIN ROOT CELLAR,FAIR,0,0,,H,N,,Y,N,RAT DOO,N,,N,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,1,0,1,1,0,0,1,Y,OIL,0,,,0.02,0.03,0,0,0,0,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,MN TEA N OF A1,FALSE,FALSE,FALSE,FALSE,,7/26/97,,,,,,49017,-111,37.80320391,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800015,UT,488,,15,-,490170008,DB00589,AMR\017\090,651,37111G2024,12,,,34S,6E,14,SWNESW,26,17,BLM,BLM,,,,,3,0,0,HIKE,1300,10,,0.3,Y,FOOTPRNTS ADITS,0.4,11-35,N/A,N,,2,0,0,0,0,0,0,1,XTRA A1 PORTAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,ORE LOADOUT,FAIR,0,0,,H,Y,REVEG ON ALL SITE,Y,Y,LIZARDS,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.06,0,0,0,0.05,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,JNPR E ORELDOUT,FALSE,FALSE,FALSE,FALSE,,7/27/97,,,,,,49017,-111,37.84982733,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800017,UT,488,,17,Moqui,490170344,DB00640,AMR017100,651,37111H2024,12,,,32S,07E,30,E2 SW SE,26,17,BLM,BLM,,,,,3,0,0,2WD,0,0,,0,Y,FIRE PIT,0.2,>35,ADJ TO,N,,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,RBRUSH JUN PIN,Y,Y,LIZARD BIRDS RAT SCAT,N,,Y,PYRITE CHALCOPYRITE,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.03,0.01,0,0,0,0,Y,Y,N,Y,N,N,NONE,N,0,0,,POOR,Y,JUN W A1,FALSE,FALSE,FALSE,FALSE,,7/27/97,,,,,,49017,-111,37.99043814,,16:23:50,,Lamp Stand,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800021,UT,488,,21,Sneaky Silver Falls,490170414,DB01333,AMR017098,651,37111F1024,12,,,35S,07E,26,NESESE,26,17,BLM,BLM,,,,,2,0,0,HIKE,400,10,,0.1,Y,TIRE&FOOTTRACKS,0.5,11-35,N/A,Y,1996 CLAIM,2,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,ORE CHUTE FRAME,H,Y,BRUSHES GRASSES,Y,Y,COYOTE TRKS BIRDS,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,N,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0.4,0.02,0,0,0,0,Y,Y,N,Y,Y,N,NONE,N,0,0,,POOR,Y,ROOF BOLT AT A1,FALSE,FALSE,FALSE,FALSE,,8/5/97,,,,,,49017,-111,37.73154268,,16:23:50,,Horse Pasture Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800024,UT,488,,24,Unknown,490170035,DB00688,AMR017085,651,37111H2024,12,,,33S,06E,15,SWNENE,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,11-35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,H,Y,GRASS EPHEDRA BRUSH,N,N,,Y,WHITE PPT IN A1,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,3 CONTAINERS,0.02,0.06,0,0,0,0.04,0,Y,Y,N,Y,Y,N,NONE,N,0,0,,POOR,Y,EPHEDRA W A1,FALSE,FALSE,FALSE,FALSE,,8/19/97,,,,,,49017,-111,37.94369573,,16:23:50,,Lamp Stand,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800026,UT,488,,26,,0,,,651,37111G2024,12,,,35S,7E,8,SENWNW,26,17,BLM,BLM,,,,,3,0,0,HIKE,0,0,,0,N,,0.3,11-35,N/A,N,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,VEG IN PT,N,N,,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.02,0,0,0,0,0.07,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,JNPR SE OF PT1,FALSE,FALSE,FALSE,FALSE,,7/27/97,,,,,,49017,-111,37.78360348,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800028,UT,488,,28,,,,,651,37111G2024,12,,,34S,6E,11,SWNWSW,26,17,BLM,BLM,,,,,2,0,0,HIKE,950,10,,0.2,N,,0.3,>35,N/A,N,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,N,,Y,Y,BIRD,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.05,0,0,0,0,0.07,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,JNPR W OF P1,FALSE,FALSE,FALSE,FALSE,,8/5/97,,,,,,49017,-111,37.86325725,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800030,UT,488,,30,Stud Horse Butte,490170440,DB00667,AMR017093,651,37111G2024,12,,,34S,7E,9,NENESW,26,17,BLM,BLM,,,,,3,0,0,HIKE,6000,12,,1.8,N,,1.8,>35,N/A,N,,3,0,0,0,0,0,0,1,VENT BTWN A2&A3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,,0,0,DRILL STEM ABOVESITE,H,Y,BRUSH ON ROAD,Y,Y,LIZARDS,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.04,1.1,0.02,0,0,0.01,0,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,PINYN 40FT W A1,FALSE,FALSE,FALSE,FALSE,,8/6/97,,,,,,49017,-111,37.86473027,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800031,UT,488,,31,,0,,,651,37111G2024,12,,,34S,7E,30,S2SESE,26,17,BLM,BLM,,,,,3,0,0,HIKE,1500,10,,0.3,N,,0.3,>35,N/A,N,,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,VEG ON RD1,Y,Y,LIZARD BIRD,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,Y,Y,Y,N,Y,N,NONE,N,0,0,,POOR,Y,JNPR BTWN DH3&4,FALSE,FALSE,FALSE,FALSE,,8/9/97,,,,,,49017,-111,37.81547659,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800032,UT,488,,32,,0,,,651,37111G2024,12,,,34S,6E,36,NESWNW,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.2,0-10,N/A,N,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,VEG IN P1,Y,Y,BIRD,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.01,0,0,0,0,0.01,0,Y,Y,Y,N,N,N,NONE,N,0,0,,POOR,Y,JNPR N PART P1,FALSE,FALSE,FALSE,FALSE,,8/9/97,,,,,,49017,-111,37.81031634,,16:23:49,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800033,UT,488,,33,Lone B,490170315,DB00630,AMR017099,651,37111G2024,12,,,34S,06E,26,SWSENE,26,17,BLM,BLM,,,,,0,0,0,4WD,7000,10,,1.8,N,,3.8,0-10,ADJ TO,N,,2,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,OUTHOUSE TRAILER,FAIR,0,0,,H,Y,VEG ON DUMP ADIT,Y,Y,PACKRAT SCAT LIZARDS BIRD,N,,Y,PYRITE,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STOCK TANK,8.1,260,0,100,PUDDLE,7.8,150,0,250,,0,0,0,0,,0,0,0,0,Y,NEAR WATER,SMALL TOADS,BROWN,0,0,0,0,0,1,0,0,2,N,-,0,,,0.03,0.7,0.02,0,0,0.02,0.01,Y,Y,Y,Y,N,N,NONE,N,0,0,,POOR,Y,JNPR N A1 S P1,FALSE,FALSE,FALSE,FALSE,,9/17/97,,,,,,49017,-111,37.82342859,,16:23:50,,Pioneer Mesa,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800038,UT,488,,38,Midas,490170337,DB00634,,651,37111H2024,12,,,33S,06E,10,NW NW NE,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,>35,N/A,N,,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,RBRUSH GRASS,Y,Y,BIRDS PACK RAT,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.01,0,0,0,0,0.04,0,Y,Y,N,Y,Y,N,NONE,N,0,0,,FAIR,Y,IN PIN SE OF P2,FALSE,FALSE,FALSE,FALSE,,8/19/97,,,,,,49017,-111,37.958187,,16:23:50,,Lamp Stand,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
UT048800039,UT,488,,39,,0,,AMR/017/112,651,37111H2024,12,,,33S,06E,3,NW NE SW,26,17,BLM,BLM,,,,,2,0,0,HIKE,0,0,,0,N,,0.1,>35,N/A,N,,1,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,,H,Y,PIN JUN EPHEDRA GRAS,N,N,,N,,N,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,,,0.05,0.3,0.2,0,0,0.25,0,Y,Y,Y,Y,Y,N,NONE,N,0,0,,POOR,Y,JUN NE OF A1,FALSE,FALSE,FALSE,FALSE,,8/19/97,,,,,,49017,-111,37.96746904,,16:23:50,,Lamp Stand,,Garfield,Escalante,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
